source_id,file,url,pin,sha256,licence,retrieved_note
yale_ai_effects,yale_ai_exposure_occ2010.csv,https://raw.githubusercontent.com/Budget-Lab-Yale/AI-Effects/4898eb3dc6bf01c322f0d1ebbabb9de5b389ac90/data/ai_exposure_occ2010.csv,4898eb3dc6bf01c322f0d1ebbabb9de5b389ac90,cac6594e8249e6eab78b37eb11f6f32d78fdf9a4ba8868e3cfd2b54a62feb7c8,see repo,"Budget Lab at Yale AI-Effects replication repo; six exposure metrics plus their PCA composite, crosswalked to IPUMS OCC2010"
yale_ai_effects,yale_cyclicality_betas.csv,https://raw.githubusercontent.com/Budget-Lab-Yale/AI-Effects/4898eb3dc6bf01c322f0d1ebbabb9de5b389ac90/data/cyclicality_betas.csv,4898eb3dc6bf01c322f0d1ebbabb9de5b389ac90,f0fe8d4ee683a91bfbc454b92394667223c8aaf2b7a25e7bbcbc182c86f13cb5,see repo,"Occupation-level cyclicality: log employment on the CBO output gap, 1994-2019"
