date,unemploy_level,lf_level,full_unrate
2013-06-01,11751,155749,0.07544831748518449
2013-07-01,11335,155599,0.07284751187346962
2013-08-01,11279,155605,0.07248481732592141
2013-09-01,11270,155687,0.07238883143743537
2013-10-01,11136,154673,0.0719970518448598
2013-11-01,10787,155265,0.06947476894341932
2013-12-01,10404,155182,0.06704385817942803
2014-01-01,10202,155352,0.06567021988773881
2014-02-01,10349,155483,0.06656033135455323
2014-03-01,10380,156028,0.06652652088086754
2014-04-01,9702,155369,0.062444889263624015
2014-05-01,9859,155684,0.06332699570925722
2014-06-01,9460,155707,0.06075513624949424
2014-07-01,9608,156007,0.06158698007140705
2014-08-01,9599,156130,0.06148081726766157
2014-09-01,9262,156040,0.05935657523711869
2014-10-01,8990,156417,0.05747457117832461
2014-11-01,9090,156494,0.05808529400488198
2014-12-01,8717,156332,0.055759537394775224
2015-01-01,8885,157030,0.056581544927720814
2015-02-01,8599,156644,0.054895176323382956
2015-03-01,8515,156643,0.054359275550136296
2015-04-01,8550,157060,0.05443779447344964
2015-05-01,8834,157651,0.056035166285021976
2015-06-01,8247,157062,0.052507926805974714
2015-07-01,8167,156997,0.052020102294948314
2015-08-01,7992,157172,0.05084875168605095
2015-09-01,7907,156733,0.05044885250712996
2015-10-01,7922,157167,0.05040498323439399
2015-11-01,8000,157463,0.050805586074188856
2015-12-01,7907,158035,0.050033220489132155
2016-01-01,7627,158280,0.04818675764468031
2016-02-01,7702,158640,0.048550176500252146
2016-03-01,7961,159179,0.0500128785832302
2016-04-01,8067,159141,0.05069089675193696
2016-05-01,7652,158784,0.04819125352680371
2016-06-01,7744,158967,0.04871451307504073
2016-07-01,7641,159194,0.04799804012714047
2016-08-01,7784,159562,0.04878354495431243
2016-09-01,7953,159714,0.0497952590255081
2016-10-01,7811,159605,0.048939569562357066
2016-11-01,7553,159506,0.047352450691510034
2016-12-01,7521,159678,0.04710104084469996
2017-01-01,7468,159620,0.04678611702794136
2017-02-01,7379,159859,0.046159427995921404
2017-03-01,7073,160137,0.044168430781143644
2017-04-01,7089,160345,0.04421092020331161
2017-05-01,7000,160068,0.04373141414898668
2017-06-01,6873,160192,0.042904764282860566
2017-07-01,6892,160462,0.042950979047998904
2017-08-01,7082,160586,0.0441009801601634
2017-09-01,6854,161140,0.042534442100037234
2017-10-01,6700,160309,0.04179428478750413
2017-11-01,6774,160579,0.04218484359723251
2017-12-01,6632,160535,0.0413118634565671
2018-01-01,6489,160914,0.040325888362727914
2018-02-01,6581,161778,0.040679202363733014
2018-03-01,6472,161686,0.040028202812859494
2018-04-01,6459,161771,0.039926810120478946
2018-05-01,6196,161848,0.038282833275666055
2018-06-01,6447,162210,0.03974477529128907
2018-07-01,6195,162341,0.038160415421858926
2018-08-01,6156,161660,0.038079920821477174
2018-09-01,6073,162087,0.037467532868151056
2018-10-01,6211,162602,0.038197562145607065
2018-11-01,6115,162836,0.03755312093148935
2018-12-01,6389,163206,0.03914684509147948
2019-01-01,6475,162963,0.039732945515239655
2019-02-01,6136,162999,0.037644402726397096
2019-03-01,6202,162904,0.038071502234444825
2019-04-01,5961,162586,0.036663673379011726
2019-05-01,5930,162751,0.03643602804283844
2019-06-01,5935,163168,0.03637355363796823
2019-07-01,6061,163590,0.03704994192799071
2019-08-01,5945,163774,0.036300023202706165
2019-09-01,5753,164092,0.03505960071179582
2019-10-01,5871,164416,0.03570820358115998
2019-11-01,5868,164496,0.03567259994163992
2019-12-01,5853,164699,0.03553755639074919
2020-01-01,5869,164377,0.03570450853829915
2020-02-01,5753,164467,0.03497966157344635
2020-03-01,7206,162559,0.0443285207217072
2020-04-01,23084,156269,0.14771963729210527
2020-05-01,20929,158101,0.13237740431749326
2020-06-01,17652,159994,0.11032913734265035
2020-07-01,16352,160132,0.1021157545025354
2020-08-01,13461,160706,0.08376165171182158
2020-09-01,12554,160174,0.07837726472461198
2020-10-01,11072,161003,0.06876890492723738
2020-11-01,10694,160629,0.06657577398850768
2020-12-01,10770,160745,0.06700052878783166
2021-01-01,10260,160081,0.06409255314497037
2021-02-01,10013,160248,0.06248439918126903
2021-03-01,9772,160439,0.0609078839932934
2021-04-01,9754,160799,0.0606595812163011
2021-05-01,9260,160806,0.05758491598572193
2021-06-01,9481,161202,0.05881440676914679
2021-07-01,8731,161543,0.05404752914084795
2021-08-01,8269,161527,0.05119267986157113
2021-09-01,7610,161454,0.047134168246063896
2021-10-01,7267,161736,0.04493124598110501
2021-11-01,6729,162243,0.04147482479983728
2021-12-01,6413,162466,0.03947287432447404
2022-01-01,6533,163614,0.03992934589949515
2022-02-01,6323,163978,0.0385600507385137
2022-03-01,6033,164271,0.036725898058695694
2022-04-01,5995,163847,0.03658901292059055
2022-05-01,5979,164372,0.036374808361521425
2022-06-01,5975,164059,0.036419824575305224
2022-07-01,5770,164076,0.03516663009824715
2022-08-01,5909,164653,0.03588759390961598
2022-09-01,5747,164561,0.03492321996098711
2022-10-01,5949,164620,0.03613777183817276
2022-11-01,5918,164402,0.03599712898869843
2022-12-01,5781,164983,0.03503997381548402
2023-01-01,5770,165943,0.034770975575950776
2023-02-01,5987,166443,0.03597027210516513
2023-03-01,5859,166707,0.03514549479026076
2023-04-01,5747,166674,0.03448048285875421
2023-05-01,6084,166896,0.03645383951682485
2023-06-01,5985,166958,0.03584733885168725
2023-07-01,5923,167169,0.035431210332059176
2023-08-01,6275,167760,0.03740462565569862
2023-09-01,6274,167725,0.037406468922343124
2023-10-01,6463,167661,0.03854802249777826
2023-11-01,6226,168090,0.0370396811232078
2023-12-01,6329,167388,0.037810356775874014
2024-01-01,6175,167308,0.03690797810027016
2024-02-01,6486,167569,0.03870644331588778
2024-03-01,6521,167983,0.03881940434448724
2024-04-01,6486,167923,0.03862484591151897
2024-05-01,6627,167807,0.03949179712407706
2024-06-01,6881,168034,0.040950045824059415
2024-07-01,7098,168395,0.04215089521660382
2024-08-01,7063,168492,0.04191890416162192
2024-09-01,6849,168662,0.0406078429047444
2024-10-01,6951,168395,0.041277947682532144
2024-11-01,7089,168248,0.04213423042175836
2024-12-01,6920,168506,0.04106678693933747
2025-01-01,6865,170696,0.04021769695833528
2025-02-01,7104,170441,0.0416801121795812
2025-03-01,7132,170641,0.04179534812852714
2025-04-01,7155,171054,0.041828896138061664
2025-05-01,7248,170492,0.04251225863970157
2025-06-01,7054,170380,0.041401572954572134
2025-07-01,7272,170412,0.042673051193577914
2025-08-01,7380,170750,0.04322108345534407
2025-09-01,7605,171261,0.04440590677387146
2025-10-01,NA,NA,NA
2025-11-01,7781,171541,0.04535941844806781
2025-12-01,7503,171495,0.04375054666316802
2026-01-01,7368,170465,0.0432229489924618
2026-02-01,7571,170483,0.04440911997090619
2026-03-01,7239,170087,0.042560571942594085
2026-04-01,7373,169995,0.04337186387834936
2026-05-01,7307,170078,0.04296264067075107
2026-06-01,7094,169358,0.04188759905053201
