naics,metric,exposure,exposure_z,n_occ,emp,score_coverage,level,weight_source,thin
448,ai_applicability_score,0.244759712828235,0.763153282844203,116,28140553.4676,0.984177038626281,3,cps_occ_ind_2021_2022,FALSE
451,ai_applicability_score,0.234256574170095,0.658899682998846,122,14454443.7398,0.987267638335649,3,cps_occ_ind_2021_2022,FALSE
452,ai_applicability_score,0.212120687095502,0.43918003648081,188,54989616.3921,0.960146646483603,3,cps_occ_ind_2021_2022,FALSE
453,ai_applicability_score,0.223569993799226,0.552825250397091,157,25731730.6657,0.969136640021714,3,cps_occ_ind_2021_2022,FALSE
454,ai_applicability_score,0.183233130748105,0.152443677190958,180,26212293.9128,0.976883213277773,3,cps_occ_ind_2021_2022,FALSE
481,ai_applicability_score,0.211401731128757,0.432043717509585,137,15697535.3299,0.994000081100017,3,cps_occ_ind_2021_2022,FALSE
482,ai_applicability_score,0.129808772094069,-0.37784368646256,109,5347283.1445,0.995637450509584,3,cps_occ_ind_2021_2022,FALSE
483,ai_applicability_score,0.151780868819074,-0.159749814307811,66,1921113.9402,0.977789128423615,3,cps_occ_ind_2021_2022,FALSE
484,ai_applicability_score,0.14427307209388,-0.234271808255023,135,53386970.0834,0.997079309001623,3,cps_occ_ind_2021_2022,FALSE
485,ai_applicability_score,0.186515065075261,0.185019984064411,116,21757101.6886,0.964659297114712,3,cps_occ_ind_2021_2022,FALSE
486,ai_applicability_score,0.142757154039312,-0.249318730837231,64,1310860.4707,0.995919021751461,3,cps_occ_ind_2021_2022,FALSE
487,ai_applicability_score,0.189789364084587,0.217520503176172,53,704599.9566,0.784441115931465,3,cps_occ_ind_2021_2022,FALSE
488,ai_applicability_score,0.174010070749992,0.0608960705478904,191,19555921.116,0.962767461749513,3,cps_occ_ind_2021_2022,FALSE
491,ai_applicability_score,0.178938031668907,0.109810750475105,98,15011344.4747,0.997503667726767,3,cps_occ_ind_2021_2022,FALSE
492,ai_applicability_score,0.144014991095577,-0.236833506619723,131,36377339.8454,0.990751710061175,3,cps_occ_ind_2021_2022,FALSE
493,ai_applicability_score,0.110513175780301,-0.569370756831566,173,27480566.1944,0.997935196474339,3,cps_occ_ind_2021_2022,FALSE
511,ai_applicability_score,0.278068563629996,1.09377517748177,115,10193905.853,0.995228090338398,3,cps_occ_ind_2021_2022,FALSE
