naics,metric,exposure,exposure_z,n_occ,emp,score_coverage,level,weight_source,thin
335,dv_rating_beta,0.351608502439466,0.066854393247873,129,9688626.666,0.986706293051407,3,cps_occ_ind_2021_2022,FALSE
336,dv_rating_beta,0.339418672657524,0.0134796465068142,264,59698009.2426,0.98747303842257,3,cps_occ_ind_2021_2022,FALSE
337,dv_rating_beta,0.258178451831267,-0.342241170711875,109,8915698.3966,0.989867686371458,3,cps_occ_ind_2021_2022,FALSE
339,dv_rating_beta,0.372760732683319,0.159472169908438,219,28651904.3259,0.987530780475812,3,cps_occ_ind_2021_2022,FALSE
423,dv_rating_beta,0.451084989313662,0.50242506064685,219,35988098.7727,0.983813200602215,3,cps_occ_ind_2021_2022,FALSE
424,dv_rating_beta,0.407636576321369,0.312180563287258,227,38559403.6934,0.976244880537485,3,cps_occ_ind_2021_2022,FALSE
425,dv_rating_beta,0.532726800351077,0.859904292560223,36,1560565.5216,0.949764088411455,3,cps_occ_ind_2021_2022,FALSE
441,dv_rating_beta,0.350328193061021,0.0612483929962586,180,43013974.0523,0.97971655705054,3,cps_occ_ind_2021_2022,FALSE
442,dv_rating_beta,0.377140427180776,0.178649228881919,97,11707363.8898,0.977617041454053,3,cps_occ_ind_2021_2022,FALSE
443,dv_rating_beta,0.430446107712648,0.412055047432661,102,11603491.859,0.989120580623667,3,cps_occ_ind_2021_2022,FALSE
444,dv_rating_beta,0.353733747790563,0.0761600549680609,174,37351731.1127,0.988894442069622,3,cps_occ_ind_2021_2022,FALSE
445,dv_rating_beta,0.283263082921268,-0.232404868198029,179,76201909.5516,0.981858805630223,3,cps_occ_ind_2021_2022,FALSE
446,dv_rating_beta,0.378061040718239,0.182680254358684,169,31166928.0383,0.995322112788135,3,cps_occ_ind_2021_2022,FALSE
447,dv_rating_beta,0.278791340918914,-0.251984969080205,99,11216532.2512,0.999302523465324,3,cps_occ_ind_2021_2022,FALSE
448,dv_rating_beta,0.382418957841118,0.201761958280158,116,28140553.4676,0.984177038626281,3,cps_occ_ind_2021_2022,FALSE
451,dv_rating_beta,0.378452060439324,0.184392384795044,122,14454443.7398,0.987267638335649,3,cps_occ_ind_2021_2022,FALSE
452,dv_rating_beta,0.302746984203167,-0.147092085734918,188,54989616.3921,0.960146646483603,3,cps_occ_ind_2021_2022,FALSE
453,dv_rating_beta,0.387581633957523,0.224367403569266,157,25731730.6657,0.969136640021714,3,cps_occ_ind_2021_2022,FALSE
454,dv_rating_beta,0.391505101543977,0.241546813989255,180,26212293.9128,0.976883213277773,3,cps_occ_ind_2021_2022,FALSE
481,dv_rating_beta,0.331127243819998,-0.0228254473493812,137,15697535.3299,0.994000081100017,3,cps_occ_ind_2021_2022,FALSE
482,dv_rating_beta,0.282498616854702,-0.235752181772129,109,5347283.1445,0.995637450509584,3,cps_occ_ind_2021_2022,FALSE
483,dv_rating_beta,0.314262264804804,-0.0966709398486102,66,1921113.9402,0.977789128423615,3,cps_occ_ind_2021_2022,FALSE
484,dv_rating_beta,0.328227936456792,-0.0355204397326946,135,53386970.0834,0.997079309001623,3,cps_occ_ind_2021_2022,FALSE
485,dv_rating_beta,0.290908528365272,-0.198928296203495,116,21757101.6886,0.964659297114712,3,cps_occ_ind_2021_2022,FALSE
486,dv_rating_beta,0.332654548398025,-0.0161379466617679,64,1310860.4707,0.995919021751461,3,cps_occ_ind_2021_2022,FALSE
487,dv_rating_beta,0.377845418089604,0.181736122783354,53,704599.9566,0.784441115931465,3,cps_occ_ind_2021_2022,FALSE
488,dv_rating_beta,0.359050066055118,0.0994382422800648,191,19555921.116,0.962767461749513,3,cps_occ_ind_2021_2022,FALSE
491,dv_rating_beta,0.275644754009437,-0.265762706948283,98,15011344.4747,0.997503667726767,3,cps_occ_ind_2021_2022,FALSE
492,dv_rating_beta,0.301889103921514,-0.150848425535104,131,36377339.8454,0.990751710061175,3,cps_occ_ind_2021_2022,FALSE
493,dv_rating_beta,0.213760283554479,-0.536731867045253,173,27480566.1944,0.997935196474339,3,cps_occ_ind_2021_2022,FALSE
511,dv_rating_beta,0.577329181589937,1.05520158918031,115,10193905.853,0.995228090338398,3,cps_occ_ind_2021_2022,FALSE
512,dv_rating_beta,0.447375270778135,0.486181578099809,136,12878624.8836,0.985383916460397,3,cps_occ_ind_2021_2022,FALSE
515,dv_rating_beta,0.502438436132132,0.727282771316179,125,8082532.0499,0.989851611329221,3,cps_occ_ind_2021_2022,FALSE
517,dv_rating_beta,0.485885315953739,0.65480279308015,168,20555535.6209,0.995120396082779,3,cps_occ_ind_2021_2022,FALSE
518,dv_rating_beta,0.656239170403022,1.40071918405907,86,3136386.6716,0.985074322633401,3,cps_occ_ind_2021_2022,FALSE
519,dv_rating_beta,0.564446213027247,0.998791844613962,123,11680971.5689,0.98540484958113,3,cps_occ_ind_2021_2022,FALSE
522,dv_rating_beta,0.558427543564786,0.972438321716302,227,80230470.8166,0.983292828799233,3,cps_occ_ind_2021_2022,FALSE
523,dv_rating_beta,0.543417568042088,0.906715201997242,168,33921623.4494,0.986483320443422,3,cps_occ_ind_2021_2022,FALSE
524,dv_rating_beta,0.579717349830591,1.06565849278767,200,67265722.2741,0.995316541325733,3,cps_occ_ind_2021_2022,FALSE
531,dv_rating_beta,0.429205084510622,0.406621066787091,217,68559405.6685,0.977249551777365,3,cps_occ_ind_2021_2022,FALSE
532,dv_rating_beta,0.434658731143729,0.430500564127447,121,7352202.5469,0.953315584226869,3,cps_occ_ind_2021_2022,FALSE
541,dv_rating_beta,0.550653447192086,0.938398434986456,359,316003884.9392,0.990673460753455,3,cps_occ_ind_2021_2022,FALSE
551,dv_rating_beta,0.550710820582033,0.938649651796933,70,1939093.3916,0.976903023898706,3,cps_occ_ind_2021_2022,FALSE
561,dv_rating_beta,0.261811051658036,-0.326335362408246,338,145462311.4168,0.988225078454135,3,cps_occ_ind_2021_2022,FALSE
562,dv_rating_beta,0.322557942795219,-0.0603472405267619,121,11696949.5845,0.990757332801496,3,cps_occ_ind_2021_2022,FALSE
611,dv_rating_beta,0.388752455105082,0.229493995437073,329,326622668.322399,0.992346315386463,3,cps_occ_ind_2021_2022,FALSE
621,dv_rating_beta,0.364084623064651,0.121482701484515,292,189179089.3787,0.925562306211388,3,cps_occ_ind_2021_2022,FALSE
622,dv_rating_beta,0.379978122199585,0.191074443644281,290,170693347.3137,0.966700810982883,3,cps_occ_ind_2021_2022,FALSE
623,dv_rating_beta,0.24939193987097,-0.380714050071755,194,46779456.3134,0.880432888520817,3,cps_occ_ind_2021_2022,FALSE
624,dv_rating_beta,0.303953534317175,-0.141809049965138,211,69818293.4088,0.878268876847008,3,cps_occ_ind_2021_2022,FALSE
711,dv_rating_beta,0.475796777780525,0.610628823499337,154,19424719.4337,0.94518350760015,3,cps_occ_ind_2021_2022,FALSE
712,dv_rating_beta,0.347595718461783,0.0492838994537169,149,8528541.8115,0.948041790528746,3,cps_occ_ind_2021_2022,FALSE
713,dv_rating_beta,0.274502315346129,-0.270765022436854,231,44693325.3745,0.96907412428119,3,cps_occ_ind_2021_2022,FALSE
721,dv_rating_beta,0.277814174866341,-0.256263617060779,183,27635261.9845,0.989970682333328,3,cps_occ_ind_2021_2022,FALSE
722,dv_rating_beta,0.215704840444879,-0.528217373126529,245,214635308.6217,0.998448373484919,3,cps_occ_ind_2021_2022,FALSE
811,dv_rating_beta,0.205124661896167,-0.574544053696687,174,52508494.2182,0.996209340122909,3,cps_occ_ind_2021_2022,FALSE
812,dv_rating_beta,0.219214298446992,-0.512850757233445,192,58676913.5013,0.969894087365974,3,cps_occ_ind_2021_2022,FALSE
813,dv_rating_beta,0.425534153732527,0.390547421454073,262,45381457.81,0.945630782366706,3,cps_occ_ind_2021_2022,FALSE
814,dv_rating_beta,0.0675833140163996,-1.17678663959249,38,13069120.0898,0.826226581459929,3,cps_occ_ind_2021_2022,FALSE
921,dv_rating_beta,0.473175014791735,0.599149095066293,294,37636360.1353,0.964341120107434,3,cps_occ_ind_2021_2022,FALSE
923,dv_rating_beta,0.445176394712306,0.476553514769309,230,27647759.1362,0.880165591328379,3,cps_occ_ind_2021_2022,FALSE
928,dv_rating_beta,0.461612682220252,0.548521926042732,284,24378100.0798,0.97695635941712,3,cps_occ_ind_2021_2022,FALSE
111,genaiexp_estz_core,0.0769914048108996,-0.573274682856792,146,28827024.2646,0.995963817668366,3,cps_occ_ind_2021_2022,FALSE
112,genaiexp_estz_core,0.0697734995880168,-0.609784576801774,92,18293571.5055,0.995502947354588,3,cps_occ_ind_2021_2022,FALSE
113,genaiexp_estz_core,0.104566097826643,-0.433795279001704,82,3162551.2108,0.993972335910891,3,cps_occ_ind_2021_2022,FALSE
114,genaiexp_estz_core,0.222504598336385,0.162765913294072,33,379574.5521,0.366116512276229,3,cps_occ_ind_2021_2022,FALSE
115,genaiexp_estz_core,0.105884301208651,-0.427127490469035,86,3638908.1172,0.990896019770628,3,cps_occ_ind_2021_2022,FALSE
211,genaiexp_estz_core,0.234690184464647,0.224403527458062,78,1508460.1883,1,3,cps_occ_ind_2021_2022,FALSE
212,genaiexp_estz_core,0.139647539305609,-0.256344942888452,120,3846891.2333,0.992516321079464,3,cps_occ_ind_2021_2022,FALSE
213,genaiexp_estz_core,0.193127495291598,0.0141694876752294,172,9038960.0332,0.992280230136722,3,cps_occ_ind_2021_2022,FALSE
221,genaiexp_estz_core,0.245153214863085,0.277328042035925,236,31777432.5051,0.992006221791701,3,cps_occ_ind_2021_2022,FALSE
311,genaiexp_estz_core,0.162065311945371,-0.14295047783429,208,38525420.8235,0.923672733357734,3,cps_occ_ind_2021_2022,FALSE
312,genaiexp_estz_core,0.207185259945871,0.0852770293763694,115,8045371.2322,0.956409455111909,3,cps_occ_ind_2021_2022,FALSE
313,genaiexp_estz_core,0.185319503946403,-0.0253252032543026,63,1959576.2656,0.997530393216123,3,cps_occ_ind_2021_2022,FALSE
314,genaiexp_estz_core,0.160298456492835,-0.151887656031604,76,2787950.2929,0.991368628844364,3,cps_occ_ind_2021_2022,FALSE
315,genaiexp_estz_core,0.150385174960346,-0.202031409131948,83,4797103.1916,0.995555545276325,3,cps_occ_ind_2021_2022,FALSE
316,genaiexp_estz_core,0.197414577791413,0.0358545780952877,50,1169062.9924,0.957943558614429,3,cps_occ_ind_2021_2022,FALSE
321,genaiexp_estz_core,0.148745108197343,-0.210327259760479,132,9919432.5212,0.987190770544707,3,cps_occ_ind_2021_2022,FALSE
322,genaiexp_estz_core,0.17913966973952,-0.0565842852903978,123,8272730.4197,0.990297889959213,3,cps_occ_ind_2021_2022,FALSE
323,genaiexp_estz_core,0.200869699504789,0.0533314115292388,120,10297810.1368,0.991285636779438,3,cps_occ_ind_2021_2022,FALSE
324,genaiexp_estz_core,0.239332119776913,0.247883548422181,136,4679035.5895,0.991175890564411,3,cps_occ_ind_2021_2022,FALSE
325,genaiexp_estz_core,0.2633066869909,0.369152653422965,244,34577349.8149,0.98610656233762,3,cps_occ_ind_2021_2022,FALSE
326,genaiexp_estz_core,0.200746302716217,0.0527072410081817,141,12268439.5025,0.994587733144105,3,cps_occ_ind_2021_2022,FALSE
327,genaiexp_estz_core,0.176566175389363,-0.0696016362933424,145,9863280.94670001,0.994834401980015,3,cps_occ_ind_2021_2022,FALSE
331,genaiexp_estz_core,0.175426323283299,-0.0753672813413595,136,10493318.2801,0.996603850909359,3,cps_occ_ind_2021_2022,FALSE
332,genaiexp_estz_core,0.188383776207326,-0.00982537999392412,168,26851333.428,0.99295025848039,3,cps_occ_ind_2021_2022,FALSE
333,genaiexp_estz_core,0.225839338985764,0.179633830464399,195,28347412.3885,0.989526519670934,3,cps_occ_ind_2021_2022,FALSE
334,genaiexp_estz_core,0.329410941862227,0.703523812386494,180,24209928.3305,0.990124203455951,3,cps_occ_ind_2021_2022,FALSE
335,genaiexp_estz_core,0.226389778279421,0.182418084290685,129,9688626.666,0.986706293051407,3,cps_occ_ind_2021_2022,FALSE
336,genaiexp_estz_core,0.225200340789071,0.176401624488857,264,59698009.2426,0.98747303842257,3,cps_occ_ind_2021_2022,FALSE
337,genaiexp_estz_core,0.153977303369893,-0.183861563003523,109,8915698.3966,0.989867686371458,3,cps_occ_ind_2021_2022,FALSE
339,genaiexp_estz_core,0.236659038544737,0.234362463110104,219,28651904.3259,0.987530780475812,3,cps_occ_ind_2021_2022,FALSE
423,genaiexp_estz_core,0.264881099341995,0.377116408306021,219,35988098.7727,0.983813200602215,3,cps_occ_ind_2021_2022,FALSE
424,genaiexp_estz_core,0.232716491359313,0.21442011485696,227,38559403.6934,0.976244880537485,3,cps_occ_ind_2021_2022,FALSE
425,genaiexp_estz_core,0.340154477267851,0.7578671884965,36,1560565.5216,0.949764088411455,3,cps_occ_ind_2021_2022,FALSE
441,genaiexp_estz_core,0.168444992349889,-0.110680525849693,180,43013974.0523,0.97971655705054,3,cps_occ_ind_2021_2022,FALSE
442,genaiexp_estz_core,0.170725810537307,-0.0991436009997482,97,11707363.8898,0.977617041454053,3,cps_occ_ind_2021_2022,FALSE
443,genaiexp_estz_core,0.219384081619332,0.146981592099063,102,11603491.859,0.989120580623667,3,cps_occ_ind_2021_2022,FALSE
444,genaiexp_estz_core,0.161683481879211,-0.144881865791051,174,37351731.1127,0.988894442069622,3,cps_occ_ind_2021_2022,FALSE
445,genaiexp_estz_core,0.129006032453267,-0.310172234131083,179,76201909.5516,0.981858805630223,3,cps_occ_ind_2021_2022,FALSE
446,genaiexp_estz_core,0.173202069367121,-0.0866180905552201,169,31166928.0383,0.995322112788135,3,cps_occ_ind_2021_2022,FALSE
447,genaiexp_estz_core,0.121269364529393,-0.349306154107296,99,11216532.2512,0.999302523465324,3,cps_occ_ind_2021_2022,FALSE
448,genaiexp_estz_core,0.158964241183773,-0.158636436727587,116,28140553.4676,0.984177038626281,3,cps_occ_ind_2021_2022,FALSE
451,genaiexp_estz_core,0.158051930812113,-0.163251121166584,122,14454443.7398,0.987267638335649,3,cps_occ_ind_2021_2022,FALSE
452,genaiexp_estz_core,0.136274852074981,-0.273404802958304,188,54989616.3921,0.960146646483603,3,cps_occ_ind_2021_2022,FALSE
453,genaiexp_estz_core,0.164361953006395,-0.131333517098667,157,25731730.6657,0.969136640021714,3,cps_occ_ind_2021_2022,FALSE
454,genaiexp_estz_core,0.23877374094489,0.245059134508619,180,26212293.9128,0.976883213277773,3,cps_occ_ind_2021_2022,FALSE
481,genaiexp_estz_core,0.15568468454526,-0.175225219949491,137,15697535.3299,0.994000081100017,3,cps_occ_ind_2021_2022,FALSE
482,genaiexp_estz_core,0.122667301099177,-0.342235056007694,109,5347283.1445,0.995637450509584,3,cps_occ_ind_2021_2022,FALSE
483,genaiexp_estz_core,0.170373149282241,-0.100927446121478,66,1921113.9402,0.977789128423615,3,cps_occ_ind_2021_2022,FALSE
484,genaiexp_estz_core,0.150582779588894,-0.201031877576938,135,53386970.0834,0.997079309001623,3,cps_occ_ind_2021_2022,FALSE
485,genaiexp_estz_core,0.0483141180657463,-0.718331269964099,116,21757101.6886,0.964659297114712,3,cps_occ_ind_2021_2022,FALSE
486,genaiexp_estz_core,0.195842501924675,0.0279026417099061,64,1310860.4707,0.995919021751461,3,cps_occ_ind_2021_2022,FALSE
487,genaiexp_estz_core,0.16730973466854,-0.116422931196728,53,704599.9566,0.784441115931465,3,cps_occ_ind_2021_2022,FALSE
488,genaiexp_estz_core,0.191506925791538,0.00597225887398529,191,19555921.116,0.962767461749513,3,cps_occ_ind_2021_2022,FALSE
491,genaiexp_estz_core,0.149489191800853,-0.206563506619992,98,15011344.4747,0.997503667726767,3,cps_occ_ind_2021_2022,FALSE
492,genaiexp_estz_core,0.185457684995935,-0.0246262503991668,131,36377339.8454,0.990751710061175,3,cps_occ_ind_2021_2022,FALSE
493,genaiexp_estz_core,0.128765783192252,-0.311387472454272,173,27480566.1944,0.997935196474339,3,cps_occ_ind_2021_2022,FALSE
511,genaiexp_estz_core,0.453681733780311,1.33211525177035,115,10193905.853,0.995228090338398,3,cps_occ_ind_2021_2022,FALSE
512,genaiexp_estz_core,0.187242593012289,-0.0155977580088768,136,12878624.8836,0.985383916460397,3,cps_occ_ind_2021_2022,FALSE
515,genaiexp_estz_core,0.344656461169192,0.780639301693396,125,8082532.0499,0.989851611329221,3,cps_occ_ind_2021_2022,FALSE
517,genaiexp_estz_core,0.307054080361092,0.590437450465117,168,20555535.6209,0.995120396082779,3,cps_occ_ind_2021_2022,FALSE
518,genaiexp_estz_core,0.510006499858492,1.61701941336434,86,3136386.6716,0.985074322633401,3,cps_occ_ind_2021_2022,FALSE
519,genaiexp_estz_core,0.440190014048309,1.26387090090395,123,11680971.5689,0.98540484958113,3,cps_occ_ind_2021_2022,FALSE
522,genaiexp_estz_core,0.371582583957243,0.916838081946798,227,80230470.8166,0.983292828799233,3,cps_occ_ind_2021_2022,FALSE
523,genaiexp_estz_core,0.357965548733757,0.847959855300317,168,33921623.4494,0.986483320443422,3,cps_occ_ind_2021_2022,FALSE
524,genaiexp_estz_core,0.336365483668204,0.738701551069899,200,67265722.2741,0.995316541325733,3,cps_occ_ind_2021_2022,FALSE
531,genaiexp_estz_core,0.214264589468955,0.121085974230614,217,68559405.6685,0.977249551777365,3,cps_occ_ind_2021_2022,FALSE
532,genaiexp_estz_core,0.229958687726283,0.200470483342846,121,7352202.5469,0.953315584226869,3,cps_occ_ind_2021_2022,FALSE
541,genaiexp_estz_core,0.403742763942475,1.07951197752386,359,316003884.9392,0.990673460753455,3,cps_occ_ind_2021_2022,FALSE
551,genaiexp_estz_core,0.365782106159512,0.887497875517653,70,1939093.3916,0.976903023898706,3,cps_occ_ind_2021_2022,FALSE
561,genaiexp_estz_core,0.165595391161099,-0.125094491394484,338,145462311.4168,0.988225078454135,3,cps_occ_ind_2021_2022,FALSE
562,genaiexp_estz_core,0.144896270606926,-0.229795602430328,121,11696949.5845,0.990757332801496,3,cps_occ_ind_2021_2022,FALSE
611,genaiexp_estz_core,0.21557715452997,0.127725242784823,329,326622668.322399,0.992346315386463,3,cps_occ_ind_2021_2022,FALSE
621,genaiexp_estz_core,0.193849309473606,0.0178205967462558,292,189179089.3787,0.925562306211388,3,cps_occ_ind_2021_2022,FALSE
622,genaiexp_estz_core,0.191816447473514,0.00753789369927877,290,170693347.3137,0.966700810982883,3,cps_occ_ind_2021_2022,FALSE
623,genaiexp_estz_core,0.12651293851477,-0.322782900588826,194,46779456.3134,0.880432888520817,3,cps_occ_ind_2021_2022,FALSE
624,genaiexp_estz_core,0.167364933279762,-0.116143723396209,211,69818293.4088,0.878268876847008,3,cps_occ_ind_2021_2022,FALSE
711,genaiexp_estz_core,0.230414193646795,0.202774541422809,154,19424719.4337,0.94518350760015,3,cps_occ_ind_2021_2022,FALSE
712,genaiexp_estz_core,0.200361664378315,0.0507616481401191,149,8528541.8115,0.948041790528746,3,cps_occ_ind_2021_2022,FALSE
713,genaiexp_estz_core,0.144181261413846,-0.233412290236964,231,44693325.3745,0.96907412428119,3,cps_occ_ind_2021_2022,FALSE
721,genaiexp_estz_core,0.160034394260452,-0.153223346069289,183,27635261.9845,0.989970682333328,3,cps_occ_ind_2021_2022,FALSE
722,genaiexp_estz_core,0.105997077276017,-0.42655704210044,245,214635308.6217,0.998448373484919,3,cps_occ_ind_2021_2022,FALSE
811,genaiexp_estz_core,0.10806170547171,-0.416113658025293,174,52508494.2182,0.996209340122909,3,cps_occ_ind_2021_2022,FALSE
812,genaiexp_estz_core,0.0975867438207178,-0.469098523737168,192,58676913.5013,0.969894087365974,3,cps_occ_ind_2021_2022,FALSE
813,genaiexp_estz_core,0.242951623870818,0.266191867320985,262,45381457.81,0.945630782366706,3,cps_occ_ind_2021_2022,FALSE
814,genaiexp_estz_core,0.0308092242837096,-0.806875216686231,38,13069120.0898,0.826226581459929,3,cps_occ_ind_2021_2022,FALSE
921,genaiexp_estz_core,0.318996193626484,0.6508435205554,294,37636360.1353,0.964341120107434,3,cps_occ_ind_2021_2022,FALSE
923,genaiexp_estz_core,0.273607051364995,0.421254364276781,230,27647759.1362,0.880165591328379,3,cps_occ_ind_2021_2022,FALSE
928,genaiexp_estz_core,0.321164597714412,0.661811827956983,284,24378100.0798,0.97695635941712,3,cps_occ_ind_2021_2022,FALSE
111,genaiexp_estz_total,0.108110418105631,-0.574311738106703,146,28827024.2646,0.995963817668366,3,cps_occ_ind_2021_2022,FALSE
112,genaiexp_estz_total,0.0880407579275338,-0.660412357797962,92,18293571.5055,0.995502947354588,3,cps_occ_ind_2021_2022,FALSE
113,genaiexp_estz_total,0.134182740802933,-0.462459164564965,82,3162551.2108,0.993972335910891,3,cps_occ_ind_2021_2022,FALSE
114,genaiexp_estz_total,0.299320118092986,0.24599480987653,33,379574.5521,0.366116512276229,3,cps_occ_ind_2021_2022,FALSE
115,genaiexp_estz_total,0.140342981518952,-0.436031186293795,86,3638908.1172,0.990896019770628,3,cps_occ_ind_2021_2022,FALSE
211,genaiexp_estz_total,0.298921637622117,0.244285293363932,78,1508460.1883,1,3,cps_occ_ind_2021_2022,FALSE
212,genaiexp_estz_total,0.198382211941006,-0.187037747371671,120,3846891.2333,0.992516321079464,3,cps_occ_ind_2021_2022,FALSE
213,genaiexp_estz_total,0.244835888958962,0.01225264133898,172,9038960.0332,0.992280230136722,3,cps_occ_ind_2021_2022,FALSE
221,genaiexp_estz_total,0.303846172184467,0.265411982791989,236,31777432.5051,0.992006221791701,3,cps_occ_ind_2021_2022,FALSE
311,genaiexp_estz_total,0.210304355496871,-0.13589069559805,208,38525420.8235,0.923672733357734,3,cps_occ_ind_2021_2022,FALSE
312,genaiexp_estz_total,0.264603494690967,0.0970574207041832,115,8045371.2322,0.956409455111909,3,cps_occ_ind_2021_2022,FALSE
313,genaiexp_estz_total,0.237022509505562,-0.0212674485305474,63,1959576.2656,0.997530393216123,3,cps_occ_ind_2021_2022,FALSE
314,genaiexp_estz_total,0.216396799273063,-0.109753572203367,76,2787950.2929,0.991368628844364,3,cps_occ_ind_2021_2022,FALSE
315,genaiexp_estz_total,0.194071731505889,-0.205530090208434,83,4797103.1916,0.995555545276325,3,cps_occ_ind_2021_2022,FALSE
316,genaiexp_estz_total,0.259446560350225,0.0749337156436671,50,1169062.9924,0.957943558614429,3,cps_occ_ind_2021_2022,FALSE
321,genaiexp_estz_total,0.191214262616246,-0.21778888482496,132,9919432.5212,0.987190770544707,3,cps_occ_ind_2021_2022,FALSE
322,genaiexp_estz_total,0.235793253321578,-0.0265410664324518,123,8272730.4197,0.990297889959213,3,cps_occ_ind_2021_2022,FALSE
323,genaiexp_estz_total,0.286234463323201,0.18985619194547,120,10297810.1368,0.991285636779438,3,cps_occ_ind_2021_2022,FALSE
324,genaiexp_estz_total,0.298746691293002,0.243534758117401,136,4679035.5895,0.991175890564411,3,cps_occ_ind_2021_2022,FALSE
325,genaiexp_estz_total,0.327137167854656,0.365332417051174,244,34577349.8149,0.98610656233762,3,cps_occ_ind_2021_2022,FALSE
326,genaiexp_estz_total,0.257117965100722,0.0649438357845581,141,12268439.5025,0.994587733144105,3,cps_occ_ind_2021_2022,FALSE
327,genaiexp_estz_total,0.232897627927194,-0.0389635558337582,145,9863280.94670001,0.994834401980015,3,cps_occ_ind_2021_2022,FALSE
331,genaiexp_estz_total,0.224094043458734,-0.0767317129182489,136,10493318.2801,0.996603850909359,3,cps_occ_ind_2021_2022,FALSE
332,genaiexp_estz_total,0.238673318966064,-0.0141853297363057,168,26851333.428,0.99295025848039,3,cps_occ_ind_2021_2022,FALSE
333,genaiexp_estz_total,0.282048010865681,0.171895940117494,195,28347412.3885,0.989526519670934,3,cps_occ_ind_2021_2022,FALSE
334,genaiexp_estz_total,0.401149715492045,0.682852801549902,180,24209928.3305,0.990124203455951,3,cps_occ_ind_2021_2022,FALSE
335,genaiexp_estz_total,0.28953226275609,0.204004043591663,129,9688626.666,0.986706293051407,3,cps_occ_ind_2021_2022,FALSE
336,genaiexp_estz_total,0.276421176240918,0.147756321220457,264,59698009.2426,0.98747303842257,3,cps_occ_ind_2021_2022,FALSE
337,genaiexp_estz_total,0.216883726354984,-0.107664611895827,109,8915698.3966,0.989867686371458,3,cps_occ_ind_2021_2022,FALSE
339,genaiexp_estz_total,0.302392987109199,0.259177690113573,219,28651904.3259,0.987530780475812,3,cps_occ_ind_2021_2022,FALSE
423,genaiexp_estz_total,0.381837381290066,0.600001177370942,219,35988098.7727,0.983813200602215,3,cps_occ_ind_2021_2022,FALSE
424,genaiexp_estz_total,0.339738318812246,0.419392470716445,227,38559403.6934,0.976244880537485,3,cps_occ_ind_2021_2022,FALSE
425,genaiexp_estz_total,0.483606995253981,1.03660183479494,36,1560565.5216,0.949764088411455,3,cps_occ_ind_2021_2022,FALSE
441,genaiexp_estz_total,0.24890755692408,0.0297204575283299,180,43013974.0523,0.97971655705054,3,cps_occ_ind_2021_2022,FALSE
442,genaiexp_estz_total,0.258213455625173,0.0696435871597253,97,11707363.8898,0.977617041454053,3,cps_occ_ind_2021_2022,FALSE
443,genaiexp_estz_total,0.31436701006138,0.310547309092238,102,11603491.859,0.989120580623667,3,cps_occ_ind_2021_2022,FALSE
444,genaiexp_estz_total,0.250167905967775,0.0351274665522205,174,37351731.1127,0.988894442069622,3,cps_occ_ind_2021_2022,FALSE
445,genaiexp_estz_total,0.191004116343193,-0.218690430948566,179,76201909.5516,0.981858805630223,3,cps_occ_ind_2021_2022,FALSE
446,genaiexp_estz_total,0.255525853687201,0.0581135368106221,169,31166928.0383,0.995322112788135,3,cps_occ_ind_2021_2022,FALSE
447,genaiexp_estz_total,0.198513310608438,-0.186475322477259,99,11216532.2512,0.999302523465324,3,cps_occ_ind_2021_2022,FALSE
448,genaiexp_estz_total,0.247175246299009,0.0222886915196966,116,28140553.4676,0.984177038626281,3,cps_occ_ind_2021_2022,FALSE
451,genaiexp_estz_total,0.244856085981395,0.0123392883540254,122,14454443.7398,0.987267638335649,3,cps_occ_ind_2021_2022,FALSE
452,genaiexp_estz_total,0.204769613576589,-0.159635228636412,188,54989616.3921,0.960146646483603,3,cps_occ_ind_2021_2022,FALSE
453,genaiexp_estz_total,0.247150216788773,0.0221813127039742,157,25731730.6657,0.969136640021714,3,cps_occ_ind_2021_2022,FALSE
454,genaiexp_estz_total,0.300774074165493,0.252232410201389,180,26212293.9128,0.976883213277773,3,cps_occ_ind_2021_2022,FALSE
481,genaiexp_estz_total,0.217231950449005,-0.106170699691011,137,15697535.3299,0.994000081100017,3,cps_occ_ind_2021_2022,FALSE
482,genaiexp_estz_total,0.17666833467229,-0.280192204006509,109,5347283.1445,0.995637450509584,3,cps_occ_ind_2021_2022,FALSE
483,genaiexp_estz_total,0.231636237700628,-0.0443750316243838,66,1921113.9402,0.977789128423615,3,cps_occ_ind_2021_2022,FALSE
484,genaiexp_estz_total,0.18250496996092,-0.25515252167988,135,53386970.0834,0.997079309001623,3,cps_occ_ind_2021_2022,FALSE
485,genaiexp_estz_total,0.0635860289203721,-0.765325311142153,116,21757101.6886,0.964659297114712,3,cps_occ_ind_2021_2022,FALSE
486,genaiexp_estz_total,0.260397032786193,0.0790113265752963,64,1310860.4707,0.995919021751461,3,cps_occ_ind_2021_2022,FALSE
487,genaiexp_estz_total,0.23058375699697,-0.0488902670590597,53,704599.9566,0.784441115931465,3,cps_occ_ind_2021_2022,FALSE
488,genaiexp_estz_total,0.247546021784146,0.0238793511897355,191,19555921.116,0.962767461749513,3,cps_occ_ind_2021_2022,FALSE
491,genaiexp_estz_total,0.263463158899756,0.0921652791627661,98,15011344.4747,0.997503667726767,3,cps_occ_ind_2021_2022,FALSE
492,genaiexp_estz_total,0.211619216465746,-0.130249825587128,131,36377339.8454,0.990751710061175,3,cps_occ_ind_2021_2022,FALSE
