occ2010,metric,value,z,pctile
4810,ai_applicability_score,0.239943946392221,0.715352239431358,0.757847533632287
4820,ai_applicability_score,0.231818606733862,0.634700546930506,0.744394618834081
4830,ai_applicability_score,0.255832403588888,0.873060226791651,0.795964125560538
4840,ai_applicability_score,0.459810459044482,2.89773563695768,0.995515695067265
4850,ai_applicability_score,0.328819561199601,1.59752690014169,0.923766816143498
4900,ai_applicability_score,0.364116115541817,1.94787863518816,0.964125560538117
4920,ai_applicability_score,0.278745919216537,1.10049857327523,0.840807174887892
4930,ai_applicability_score,0.313116477313083,1.44165891847182,0.89237668161435
4940,ai_applicability_score,0.404479880985648,2.34852724012412,0.979820627802691
4950,ai_applicability_score,0.318789573219695,1.4979697689502,0.901345291479821
5000,ai_applicability_score,0.245482682580561,0.770329442439205,0.766816143497758
5010,ai_applicability_score,0.345531395151487,1.76340768170707,0.943946188340807
5020,ai_applicability_score,0.417651469581342,2.47926773317845,0.988789237668161
5100,ai_applicability_score,0.238180754798455,0.697850892752979,0.755605381165919
5110,ai_applicability_score,0.229383348070611,0.610528297999777,0.739910313901345
5120,ai_applicability_score,0.27604863080046,1.07372543085086,0.836322869955157
5130,ai_applicability_score,0.222917407999911,0.546347718204003,0.724215246636771
5140,ai_applicability_score,0.235651165205375,0.672742319992629,0.751121076233184
5150,ai_applicability_score,0.256459558501784,0.879285333348666,0.798206278026906
5160,ai_applicability_score,0.297894944227013,1.29057078462546,0.867713004484305
5200,ai_applicability_score,0.412256893779796,2.42572145855949,0.982062780269058
5220,ai_applicability_score,0.282763737886642,1.14037922928844,0.849775784753363
5230,ai_applicability_score,0.192710012295861,0.24651070313618,0.647982062780269
5240,ai_applicability_score,0.440279085040578,2.70386824968343,0.991031390134529
5250,ai_applicability_score,0.283200078780985,1.14471032597064,0.852017937219731
5260,ai_applicability_score,0.30975887770105,1.40833156197515,0.885650224215247
5300,ai_applicability_score,0.273884645340544,1.05224582541555,0.834080717488789
5310,ai_applicability_score,0.240279744571858,0.71868535443518,0.760089686098655
5320,ai_applicability_score,0.189912173812836,0.218739506055468,0.636771300448431
5330,ai_applicability_score,0.295491877395834,1.26671807012043,0.865470852017937
5340,ai_applicability_score,0.359782715361864,1.90486553376819,0.959641255605381
5350,ai_applicability_score,0.32157111664917,1.52557922218961,0.908071748878924
5360,ai_applicability_score,0.229339677396525,0.610094825194239,0.737668161434978
5400,ai_applicability_score,0.287663292047844,1.18901194523823,0.854260089686099
5410,ai_applicability_score,0.415166610725379,2.45460315535332,0.986547085201794
5500,ai_applicability_score,0.213400716517119,0.45188554094524,0.701793721973094
5510,ai_applicability_score,0.145751260013755,-0.219599392997947,0.482062780269058
5520,ai_applicability_score,0.292758918531305,1.23959086470782,0.860986547085202
5530,ai_applicability_score,0.260728237015881,0.9216560109301,0.811659192825112
5540,ai_applicability_score,0.237110085240393,0.6872234832418,0.753363228699552
5550,ai_applicability_score,0.164149083315545,-0.0369835701511397,0.553811659192825
5560,ai_applicability_score,0.0945145319866125,-0.728172450536991,0.282511210762332
5600,ai_applicability_score,0.263056859982176,0.94476979956229,0.816143497757848
5610,ai_applicability_score,0.183862282275955,0.15868860204261,0.621076233183857
5620,ai_applicability_score,0.122967713358421,-0.445747674323568,0.403587443946188
5630,ai_applicability_score,0.0990873342113654,-0.682783057058704,0.300448430493274
5700,ai_applicability_score,0.258578842680181,0.900321236223469,0.809417040358744
5810,ai_applicability_score,0.342846555098757,1.73675810108013,0.941704035874439
5820,ai_applicability_score,0.326035480849935,1.56989226556638,0.919282511210762
5840,ai_applicability_score,0.323955127436624,1.54924278741062,0.914798206278027
5850,ai_applicability_score,0.0893653784902282,-0.779282676311103,0.257847533632287
5860,ai_applicability_score,0.291237103329114,1.22448540734962,0.858744394618834
5900,ai_applicability_score,0.192298040009197,0.242421487967343,0.645739910313901
5910,ai_applicability_score,0.382527484702895,2.13062891351915,0.973094170403587
5920,ai_applicability_score,0.358812154600304,1.8952317988862,0.957399103139013
5940,ai_applicability_score,0.332124060369341,1.6303271844514,0.930493273542601
6005,ai_applicability_score,0.0770972915953997,-0.901055059179745,0.197309417040359
6010,ai_applicability_score,0.089366721512358,-0.779269345544343,0.260089686098655
6040,ai_applicability_score,0.0385030051640548,-1.28413990885104,0.0582959641255605
6050,ai_applicability_score,0.12203689173611,-0.454986960607252,0.394618834080717
6120,ai_applicability_score,0.0798860293189065,-0.873374195757572,0.20627802690583
6130,ai_applicability_score,0.0209443809996434,-1.45842588536271,0.0291479820627803
6200,ai_applicability_score,0.11478188732726,-0.526999751367697,0.356502242152466
6210,ai_applicability_score,0.0411040562320653,-1.25832201326308,0.062780269058296
6220,ai_applicability_score,0.0770095818405703,-0.901925661575861,0.195067264573991
6230,ai_applicability_score,0.0557378988724583,-1.11306726375551,0.118834080717489
6240,ai_applicability_score,0.0629390837045424,-1.04158868327284,0.145739910313901
6250,ai_applicability_score,0.0156597987597301,-1.51088036969562,0.0201793721973094
6260,ai_applicability_score,0.030072808760993,-1.367817593306,0.047085201793722
6320,ai_applicability_score,0.0923340724217471,-0.749815577068342,0.271300448430493
6330,ai_applicability_score,0.043478915418733,-1.23474928634835,0.0695067264573991
6355,ai_applicability_score,0.15093007129493,-0.168194785617672,0.5
6360,ai_applicability_score,0.0530926151156536,-1.13932421067734,0.105381165919283
6400,ai_applicability_score,0.100385387025267,-0.669898653353938,0.31390134529148
6420,ai_applicability_score,0.0927896886634286,-0.745293154306028,0.275784753363229
6440,ai_applicability_score,0.0661008726460815,-1.01020493315438,0.15695067264574
6460,ai_applicability_score,0.10029365698032,-0.670809160937518,0.309417040358744
6515,ai_applicability_score,0.0091029999034675,-1.57596280900032,0.00896860986547085
6520,ai_applicability_score,0.0637663639814827,-1.03337714291721,0.147982062780269
6530,ai_applicability_score,0.0296513369476341,-1.37200110027531,0.0448430493273543
6600,ai_applicability_score,0.0571217872450532,-1.09933086082654,0.125560538116592
6660,ai_applicability_score,0.117502923886895,-0.499990886124079,0.365470852017937
6700,ai_applicability_score,0.0606422258533255,-1.06438717304969,0.141255605381166
6710,ai_applicability_score,0.0688006083534319,-0.983407499046031,0.168161434977579
6720,ai_applicability_score,0.0274026488633871,-1.39432145948817,0.0381165919282511
6730,ai_applicability_score,0.0213537884039159,-1.45436212908109,0.031390134529148
6740,ai_applicability_score,0,-1.66631870548207,0.00336322869955157
6765,ai_applicability_score,0.133919017229509,-0.337045610233765,0.446188340807175
6800,ai_applicability_score,0.0354633571275696,-1.31431129479393,0.0515695067264574
6820,ai_applicability_score,0.052243023240533,-1.14775721477864,0.0964125560538117
6830,ai_applicability_score,0.0358321095789706,-1.31065107742828,0.0560538116591928
6840,ai_applicability_score,0.0489202879332865,-1.18073851002654,0.0896860986547085
6940,ai_applicability_score,0.0358039722275176,-1.31093036729339,0.0538116591928251
7000,ai_applicability_score,0.141086759557996,-0.265898978276322,0.468609865470852
